date,hotelid,hotelname,price,resid,planid,pref,city,GA,device,ref
2023/9/27,S090017,ホテルニュー塩原,37620,2486673025,3492764-26325514-8472500-15443681,Fukushima,Koriyama,GA1567475687.1695776165,mobile,yahoo / organic
2023/9/28,S090017,ホテルニュー塩原,27104,2486660295,3492764-26325514-8472500-15443681,Fukushima,Koriyama,GA1567475687.1695776165,mobile,yahoo / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,5170,2486975939,3488577-26033987-8463455-15190465,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6600,KA40293421,0-1000209124-0-1000045363,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6600,KA30293422,0-1000209124-0-1000045363,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6600,KA1029342h,0-1000209124-0-1000045363,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/10/12,S250009,ホテルボストンプラザ草津 びわ湖,7590,2486758046,3488577-26033986-8463455-15190464,Shiga,Kusatsu,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6820,2486975143,3488577-26033987-8463455-15190465,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,5170,2486975914,3488577-26033987-8463455-15190465,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,5720,2486975149,3488577-26033987-8463455-15190465,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,5170,2486975873,3488577-26033987-8463455-15190465,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2024/1/5,S250009,ホテルボストンプラザ草津 びわ湖,6820,2487047187,3488577-26033986-8463455-15190464,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/10/12,S250009,ホテルボストンプラザ草津 びわ湖,7590,2486758093,3488577-26033986-8463455-15190464,Shiga,Kusatsu,GA1571993458.1679911985,desktop,google / organic
2023/10/1,S250009,ホテルボストンプラザ草津 びわ湖,7590,2486695075,3488577-26033986-8463455-15190464,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,5170,2486975179,3488577-26033987-8463455-15190465,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,5170,2486975170,3488577-26033987-8463455-15190465,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/10/12,S250009,ホテルボストンプラザ草津 びわ湖,7590,2486758013,3488577-26033986-8463455-15190464,Shiga,Kusatsu,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,5170,2486975173,3488577-26033987-8463455-15190465,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S400027,東洋ホテル,8250,2486977299,3453879-25474446-8275030-14748647,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,5170,2486975933,3488577-26033987-8463455-15190465,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6600,KA4029342e,0-1000209124-0-1000045363,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6600,KA4029341y,0-1000209124-0-1000045363,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,5170,2486975981,3488577-26033987-8463455-15190465,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,5170,2486975922,3488577-26033987-8463455-15190465,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6600,KA6029342f,0-1000209124-0-1000045363,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6600,KA9029342c,0-1000209124-0-1000045363,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6600,KA7029342a,0-1000209124-0-1000045363,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/3,S250009,ホテルボストンプラザ草津 びわ湖,7590,2486975994,3488577-26033986-8463455-15190464,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6600,KA7029342g,0-1000209124-0-1000045363,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6600,KA90293423,0-1000209124-0-1000045363,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/12/4,S250009,ホテルボストンプラザ草津 びわ湖,6600,KA5029342b,0-1000209124-0-1000045363,Hyogo,Kobe,GA1571993458.1679911985,desktop,google / organic
2023/11/8,S130115,東京ドームホテル,34700,2486872524,3482666-25963680-8424143-15130539,Fukuoka,Fukuoka,GA1572320278.1697474064,mobile,GoogleHotelAds / referral
2023/11/8,S130115,東京ドームホテル,34700,2486875743,3482666-25963680-8424143-15130539,Fukuoka,Fukuoka,GA1572320278.1697474064,mobile,GoogleHotelAds / referral
2023/11/9,S130115,東京ドームホテル,16500,2486876630,3482666-25963680-8424143-15130539,Fukuoka,Fukuoka,GA1572320278.1697474064,mobile,GoogleHotelAds / referral
2023/11/9,S130115,東京ドームホテル,16500,2486876947,3482666-25963680-8424143-15130539,Fukuoka,Fukuoka,GA1572320278.1697474064,mobile,GoogleHotelAds / referral
2023/11/24,S130115,東京ドームホテル,29600,2486936186,3482666-25963680-8424143-15130539,Fukuoka,Fukuoka,GA1572320278.1697474064,mobile,google / cpc
2023/11/30,S130270,ＴＨＥ ＧＡＴＥ ＨＯＴＥＬ 雷門 ｂｙ ＨＵＬＩＣ,27500,2486941848,3432135-25051289-8126668-14452688,Tokyo,Toshima City,GA1572533267.1700206845,desktop,GoogleHotelAds / referral
2023/11/17,S130097,ホテルメトロポリタン,73100,2486910832,3493014-26240282-8472956-15370028,Tokyo,Toshima City,GA1572533267.1700206845,desktop,google / organic
2023/12/13,S131020,ＴＨＥ ＧＡＴＥ ＨＯＴＥＬ 東京 ｂｙＨＵＬＩＣ,95300,2487019945,3474910-25847538-8328439-15041122,Tokyo,Toshima City,GA1572533267.1700206845,desktop,google / cpc
2023/11/17,S130097,ホテルメトロポリタン,120482,2486910178,3488583-26193941-8463461-15329410,Tokyo,Toshima City,GA1572533267.1700206845,desktop,google / organic
2023/11/29,S130097,ホテルメトロポリタン,74976,2486956061,3488583-26193937-8463461-15329407,Tokyo,Toshima City,GA1572533267.1700206845,desktop,GoogleHotelAds / referral
2023/11/14,S070037,萩姫の湯 栄楽館,254100,2486888924,3445727-25178897-8215195-14537190,Saitama,Kawaguchi,GA1574664901.1690388796,desktop,google / cpc
2023/11/14,S060048,仙渓園 月岡ホテル,121000,2486888872,3445726-25178522-8215194-14536815,Saitama,Kawaguchi,GA1574664901.1690388796,desktop,google / cpc
2023/11/15,S060048,仙渓園 月岡ホテル,220000,2486881337,3445726-25178522-8215194-14536815,Saitama,Kawaguchi,GA1574664901.1690388796,desktop,MailMag / email
2023/10/28,S060048,仙渓園 月岡ホテル,237600,2486802893,3445726-25178522-8215194-14536815,Saitama,Koshigaya,GA1574664901.1690388796,desktop,MailMag / email
2023/11/9,S060048,仙渓園 月岡ホテル,220000,2486874644,3445726-25178522-8215194-14536815,Saitama,Koshigaya,GA1574664901.1690388796,desktop,tour.ne.jp / referral
2023/11/15,S060048,仙渓園 月岡ホテル,228800,2486881332,3445726-25178522-8215194-14536815,Saitama,Kawaguchi,GA1574664901.1690388796,desktop,MailMag / email
2023/10/10,S030015,アートホテル盛岡,87120,2486728876,3472429-25670962-8322453-14907233,Iwate,Morioka,GA1574729437.1695367460,mobile,rtbhouse / display
2023/9/30,S030015,アートホテル盛岡,9790,2486666780,3472429-25670961-8322453-14907233,Iwate,Morioka,GA1574729437.1695367460,mobile,rtbhouse / display
2023/11/8,S030015,アートホテル盛岡,7590,2486872030,3472429-25670961-8322453-14907233,Iwate,Morioka,GA1574729437.1695367460,mobile,criteo / display
2023/9/27,S030015,アートホテル盛岡,9790,2486672200,3472429-25670961-8322453-14907233,Iwate,Morioka,GA1574729437.1695367460,mobile,rtbhouse / display
2023/11/8,S030015,アートホテル盛岡,51150,2486872013,3472429-25670962-8322453-14907233,Iwate,Morioka,GA1574729437.1695367460,mobile,criteo / display
2023/9/30,S030015,アートホテル盛岡,22550,2486666795,3472429-25670961-8322453-14907233,Iwate,Morioka,GA1574729437.1695367460,mobile,rtbhouse / display
2023/9/27,S030015,アートホテル盛岡,19580,2486672245,3472429-25670961-8322453-14907233,Iwate,Morioka,GA1574729437.1695367460,mobile,rtbhouse / display
2023/10/24,S030015,アートホテル盛岡,73920,2486784928,3472429-25670962-8322453-14907233,Iwate,Morioka,GA1574729437.1695367460,mobile,criteo / display
2023/10/24,S030015,アートホテル盛岡,7590,2486784872,3472429-25670962-8322453-14907233,Iwate,Morioka,GA1574729437.1695367460,mobile,criteo / display
2023/10/10,S030015,アートホテル盛岡,35860,2486728900,3472429-25670962-8322453-14907233,Iwate,Morioka,GA1574729437.1695367460,mobile,rtbhouse / display
2023/9/30,S030015,アートホテル盛岡,19580,2486666783,3472429-25670962-8322453-14907233,Iwate,Morioka,GA1574729437.1695367460,mobile,rtbhouse / display
2023/10/16,S280412,ダイワロイネットホテル神戸三宮中央通り,42900,2486771145,3488531-26154262-8463392-15294142,(not set),(not set),GA157533968.1697438168,desktop,(direct) / (none)
2023/10/16,S270001,ホテルマイステイズ新大阪コンファレンスセンター,15280,2486770731,3488517-26156660-8463366-15296314,(not set),(not set),GA157533968.1697438168,desktop,(direct) / (none)
2023/10/16,S280412,ダイワロイネットホテル神戸三宮中央通り,22000,2486771542,3488531-26154262-8463392-15294142,(not set),(not set),GA157533968.1697438168,desktop,(direct) / (none)
2023/10/16,S270446,ホテルＷＢＦなんば元町,23100,2486770876,3497034-26334849-8494703-15450799,(not set),(not set),GA157533968.1697438168,desktop,(direct) / (none)
2023/10/16,S280412,ダイワロイネットホテル神戸三宮中央通り,28600,2486771163,3488531-26154262-8463392-15294142,(not set),(not set),GA157533968.1697438168,desktop,(direct) / (none)
2023/10/16,S280412,ダイワロイネットホテル神戸三宮中央通り,28600,2486770970,3488531-26154262-8463392-15294142,(not set),(not set),GA157533968.1697438168,desktop,(direct) / (none)
2023/10/16,S270446,ホテルＷＢＦなんば元町,19800,2486770869,3497034-26334849-8494703-15450799,(not set),(not set),GA157533968.1697438168,desktop,(direct) / (none)
2023/10/16,S270129,ダイワロイネットホテル大阪上本町,23600,KA4028868m,0-1001602055-0-1000326512,(not set),(not set),GA157533968.1697438168,desktop,(direct) / (none)
2023/10/2,S010238,第一滝本館,34650,2486681154,3453835-25105988-8274882-14487589,Chiba,(not set),GA1576116107.1695904527,mobile,(direct) / (none)
2023/10/26,S010876,ラ・ジェント・ステイ函館駅前,24200,2486815013,3490955-26147918-8468940-15288279,Tokyo,(not set),GA1576116107.1695904527,mobile,(direct) / (none)
2023/9/28,S010250,洞爺サンパレス リゾート＆スパ,30250,2486660967,3453835-25335339-8274882-14650171,Ibaraki,Mito,GA1576116107.1695904527,mobile,(direct) / (none)
2023/9/28,S010241,登別万世閣,28875,2486660801,3453835-25105633-8274882-14487300,Ibaraki,Mito,GA1576116107.1695904527,mobile,(direct) / (none)
2023/10/26,S010972,ラビスタ函館ベイＡＮＮＥＸ,38398,2486814867,3490955-26148324-8468940-15288646,Shimane,Matsue,GA1576116107.1695904527,mobile,(direct) / (none)
2023/12/19,S130935,ファーイーストビレッジホテル東京有明,10340,2487007270,3489203-26182393-8465036-15318725,Osaka,Suita,GA1577367876.1702446108,desktop,google / organic
2023/12/13,S230375,相鉄フレッサイン名古屋駅桜通口,12650,2487019850,3448616-25344802-8261630-14655574,Osaka,Suita,GA1577367876.1702446108,desktop,google / organic
2023/12/19,S130880,ホテルＪＡＬシティ東京 豊洲,20240,2487007284,3478234-26026629-8336701-15185383,Osaka,Suita,GA1577367876.1702446108,desktop,google / cpc
2023/12/19,S130935,ファーイーストビレッジホテル東京有明,16280,2487007273,3494735-26333655-8477579-15449917,Osaka,Suita,GA1577367876.1702446108,desktop,google / organic
2023/12/13,S230375,相鉄フレッサイン名古屋駅桜通口,6820,2487019896,3448616-25344802-8261630-14655574,Osaka,Suita,GA1577367876.1702446108,desktop,google / organic
2023/12/19,S130880,ホテルＪＡＬシティ東京 豊洲,20240,2487007202,3478234-26026629-8336701-15185383,Osaka,Suita,GA1577367876.1702446108,desktop,google / cpc
2023/12/1,S400334,テンザホテル・博多ステーション,12600,2486947048,3453879-25246970-8275030-14585535,Kaohsiung City,(not set),GA1577813999.1701331603,mobile,good-summary.com / referral
2023/12/2,S430192,レフ熊本ｂｙベッセルホテルズ,20460,2486946826,3457755-25320852-8284500-14639459,Kaohsiung City,(not set),GA1577813999.1701331603,mobile,google / organic
2023/12/2,S400334,テンザホテル・博多ステーション,9002,2486978245,3453879-25246970-8275030-14585535,Kaohsiung City,(not set),GA1577813999.1701331603,mobile,google / organic
2023/12/1,S400270,ヴィアイン博多口駅前,11000,2486947080,3453879-25247024-8275030-14585585,Kaohsiung City,(not set),GA1577813999.1701331603,mobile,good-summary.com / referral
2023/12/2,S400334,テンザホテル・博多ステーション,12600,2486979250,3453879-25246970-8275030-14585535,Kaohsiung City,(not set),GA1577813999.1701331603,mobile,google / organic
2023/10/26,S260170,ヴィアイン京都四条室町,19910,2486817817,3488522-26068664-8463371-15218971,Hokkaido,Sapporo,GA1579256772.1694584679,desktop,google / organic
2023/12/2,S280009,ホテルサンルートソプラ神戸,6820,2486971862,3494168-26318706-8476047-15438683,Tokyo,Shinjuku City,GA1579256772.1694584679,desktop,google / cpc
2023/12/2,S280009,ホテルサンルートソプラ神戸,6820,2486971807,3494168-26318706-8476047-15438683,Tokyo,Shinjuku City,GA1579256772.1694584679,desktop,google / cpc
2023/12/2,S280340,ホテルサンルートソプラ神戸アネッサ,6820,2486971620,3494168-26318490-8476047-15438550,Tokyo,Shinjuku City,GA1579256772.1694584679,desktop,google / cpc
2023/12/2,S280009,ホテルサンルートソプラ神戸,21010,2486971886,3494168-26318706-8476047-15438683,Tokyo,Shinjuku City,GA1579256772.1694584679,desktop,google / cpc
2023/12/2,S280340,ホテルサンルートソプラ神戸アネッサ,27830,2486971950,3494168-26318490-8476047-15438550,Tokyo,Shinjuku City,GA1579256772.1694584679,desktop,google / cpc
2023/10/26,S260170,ヴィアイン京都四条室町,19910,2486817882,3488522-26068664-8463371-15218971,Hokkaido,Sapporo,GA1579256772.1694584679,desktop,google / organic
2023/12/2,S280340,ホテルサンルートソプラ神戸アネッサ,6270,2486971972,3494168-26318490-8476047-15438550,Tokyo,Shinjuku City,GA1579256772.1694584679,desktop,google / cpc
2023/12/8,S280009,ホテルサンルートソプラ神戸,11220,2486990304,3494168-26285399-8476047-15409294,Tokyo,Shinjuku City,GA1579256772.1694584679,desktop,GoogleHotelAds / referral
2023/12/2,S280009,ホテルサンルートソプラ神戸,8470,2486971860,3494168-26318706-8476047-15438683,Tokyo,Shinjuku City,GA1579256772.1694584679,desktop,google / cpc
2023/12/2,S280009,ホテルサンルートソプラ神戸,5720,2486971817,3494168-26318706-8476047-15438683,Tokyo,Shinjuku City,GA1579256772.1694584679,desktop,google / cpc
2023/12/2,S280009,ホテルサンルートソプラ神戸,26730,2486971153,3494168-26318706-8476047-15438683,Tokyo,Shinjuku City,GA1579256772.1694584679,desktop,google / cpc
2023/11/3,S120345,ＨＯＴＥＬユーラシア舞浜ＡＮＮＥＸ,12980,2486853036,3494866-26327743-8477935-15445485,Kanagawa,Yokohama,GA1583884365.1664023577,mobile,GoogleHotelAds / referral
2023/11/22,S120097,ＳＰＡ＆ＨＯＴＥＬ 舞浜ユーラシア,20020,2486931884,3500574-26442112-8503205-15536774,Osaka,Osaka,GA1583884365.1664023577,mobile,tripadvisor / referral
2023/11/9,S270062,クロスホテル大阪,23540,2486877424,3497034-26318039-8494703-15438126,Tokyo,Tama,GA1583884365.1664023577,mobile,GoogleHotelAds / referral
2023/11/9,S270087,ホテル近鉄ユニバーサル・シティ,13200,2486876267,3492431-26281818-8471941-15406350,Tokyo,Tama,GA1583884365.1664023577,mobile,GoogleHotelAds / referral
2023/10/10,S270062,クロスホテル大阪,18700,2486723890,3488517-26156476-8463366-15296165,Tokyo,Tama,GA1583884365.1664023577,mobile,GoogleHotelAds / referral
2023/11/9,S270062,クロスホテル大阪,19800,2486876757,3497034-26318039-8494703-15438126,Tokyo,Tama,GA1583884365.1664023577,mobile,GoogleHotelAds / referral
2023/9/27,S270089,ホテル京阪 ユニバーサル・タワー,159300,2486672990,3490157-26227291-8466865-15358864,Kanagawa,Sagamihara,GA1583884365.1664023577,mobile,trivago / referral
2023/11/12,S120100,ホテルエミオン東京ベイ,27720,2486899391,3485187-26026242-8450443-15185047,Shizuoka,Mishima,GA1584341365.1665321508,mobile,google / cpc
2023/10/29,S120100,ホテルエミオン東京ベイ,36080,2486838946,3485187-26026228-8450443-15185033,Shizuoka,Susono,GA1584341365.1665321508,mobile,google / cpc
2023/11/16,S120100,ホテルエミオン東京ベイ,27720,2486919781,3485187-26026242-8450443-15185047,Shizuoka,Mishima,GA1584341365.1665321508,mobile,google / cpc
2023/10/31,S120100,ホテルエミオン東京ベイ,36080,2486836638,3485187-26026228-8450443-15185033,Shizuoka,Susono,GA1584341365.1665321508,mobile,google / organic
2023/11/13,S120100,ホテルエミオン東京ベイ,27720,2486894681,3485187-26026242-8450443-15185047,Shizuoka,Mishima,GA1584341365.1665321508,mobile,google / cpc
2023/10/6,S120097,ＳＰＡ＆ＨＯＴＥＬ 舞浜ユーラシア,36740,2486702277,3494866-26327739-8477935-15445481,Shizuoka,Susono,GA1584341365.1665321508,mobile,tour.ne.jp / referral
2023/11/3,S120100,ホテルエミオン東京ベイ,36080,2486858575,3485187-26026228-8450443-15185033,Shizuoka,Susono,GA1584341365.1665321508,mobile,google / cpc
2023/10/27,S120100,ホテルエミオン東京ベイ,36080,2486803905,3485187-26026228-8450443-15185033,Shizuoka,Susono,GA1584341365.1665321508,mobile,google / cpc
2023/12/25,S460294,ホテルサンデイズ奄美,16998,2487022633,3488544-26341556-8463409-15456792,Hyogo,Shiso,GA1585305076.1702534990,mobile,tour.ne.jp / referral
2023/12/25,S460294,ホテルサンデイズ奄美,14200,2487022605,3488544-26341556-8463409-15456792,Hyogo,Shiso,GA1585305076.1702534990,mobile,tour.ne.jp / referral
2023/12/14,S070043,裏磐梯レイクリゾート,170720,2487010863,3488693-26192357-8464437-15328011,Ehime,Uwajima,GA1585305076.1702534990,mobile,tour.ne.jp / referral
2023/12/25,S460057,ホテルウエストコート奄美,9460,2487022961,3488544-26116537-8463409-15262038,Tokyo,(not set),GA1585305076.1702534990,mobile,tour.ne.jp / referral
2023/12/25,S460085,奄美リゾート ばしゃ山村,24200,2487022631,3462293-25593105-8297658-14846114,Chiba,(not set),GA1585305076.1702534990,mobile,yahoo / cpc
2023/12/20,S010136,ホテルモントレエーデルホフ札幌,13200,2487006351,3490955-26244508-8468940-15373791,Tokyo,(not set),GA1585305076.1702534990,mobile,tour.ne.jp / referral
2023/10/24,S270479,ホテルインターゲート大阪梅田,20350,2486786329,3451741-25176215-8268830-14534854,Osaka,Katano,GA1585411991.1698127720,desktop,GoogleHotelAds / referral
2023/10/24,S270479,ホテルインターゲート大阪梅田,26400,2486786308,3451741-25176214-8268830-14534853,Osaka,Katano,GA1585411991.1698127720,desktop,GoogleHotelAds / referral
2023/10/24,S270479,ホテルインターゲート大阪梅田,114400,2486786022,3451741-25176213-8268830-14534852,Osaka,Katano,GA1585411991.1698127720,desktop,GoogleHotelAds / referral
2023/11/14,S270479,ホテルインターゲート大阪梅田,20900,2486888247,3451741-25176213-8268830-14534852,Osaka,Katano,GA1585411991.1698127720,desktop,google / cpc
2023/11/14,S270479,ホテルインターゲート大阪梅田,20900,2486888263,3488517-26106439-8463366-15252973,Osaka,Katano,GA1585411991.1698127720,desktop,google / cpc
2023/10/22,S130857,ｈｏｔｅｌ ＭＯＮｄａｙ Ｐｒｅｍｉｕｍ 豊洲（旧 ｈｏｔｅｌ ＭＯＮｄａｙ ＴＯＹＯＳＵ）,11000,2486796145,3466380-25806411-8307439-15007121,Fukuoka,Fukuoka,GA1586277001.1697944041,mobile,atrrd.valuecommerce.com / referral
2023/10/22,S130857,ｈｏｔｅｌ ＭＯＮｄａｙ Ｐｒｅｍｉｕｍ 豊洲（旧 ｈｏｔｅｌ ＭＯＮｄａｙ ＴＯＹＯＳＵ）,13200,2486796808,3466380-25806411-8307439-15007121,Fukuoka,Fukuoka,GA1586277001.1697944041,mobile,atrrd.valuecommerce.com / referral
2023/10/22,S130857,ｈｏｔｅｌ ＭＯＮｄａｙ Ｐｒｅｍｉｕｍ 豊洲（旧 ｈｏｔｅｌ ＭＯＮｄａｙ ＴＯＹＯＳＵ）,13200,2486796178,3466380-25806411-8307439-15007121,Fukuoka,Fukuoka,GA1586277001.1697944041,mobile,atrrd.valuecommerce.com / referral
2023/10/22,S130857,ｈｏｔｅｌ ＭＯＮｄａｙ Ｐｒｅｍｉｕｍ 豊洲（旧 ｈｏｔｅｌ ＭＯＮｄａｙ ＴＯＹＯＳＵ）,14300,2486796822,3466380-25806407-8307439-15007119,Fukuoka,Fukuoka,GA1586277001.1697944041,mobile,atrrd.valuecommerce.com / referral
2023/10/22,S130857,ｈｏｔｅｌ ＭＯＮｄａｙ Ｐｒｅｍｉｕｍ 豊洲（旧 ｈｏｔｅｌ ＭＯＮｄａｙ ＴＯＹＯＳＵ）,14300,2486796820,3466380-25806407-8307439-15007119,Fukuoka,Fukuoka,GA1586277001.1697944041,mobile,atrrd.valuecommerce.com / referral
2023/11/20,S120100,ホテルエミオン東京ベイ,110440,2486908361,3485187-26026183-8450443-15184995,Tokyo,(not set),GA1587545973.1691362456,mobile,yahoo / organic
2023/11/18,S120100,ホテルエミオン東京ベイ,53200,2486912152,3498046-26397705-8497039-15500342,Aichi,Nagoya,GA1587545973.1691362456,mobile,trivago / referral
2023/11/22,S120100,ホテルエミオン東京ベイ,48400,2486939000,3485187-26026186-8450443-15184993,Aichi,Nagoya,GA1587545973.1691362456,mobile,trivago / referral
2023/11/20,S120100,ホテルエミオン東京ベイ,46200,2486903280,3485187-26026183-8450443-15184995,Aichi,Nagoya,GA1587545973.1691362456,mobile,trivago / referral
2023/11/19,S120100,ホテルエミオン東京ベイ,36080,2486914457,3485187-26026201-8450443-15185006,Aichi,Nagoya,GA1587545973.1691362456,mobile,yahoo / organic
2023/11/20,S120100,ホテルエミオン東京ベイ,44000,2486908023,3498046-26397705-8497039-15500342,Tokyo,(not set),GA1587545973.1691362456,mobile,yahoo / organic
2023/11/19,S120100,ホテルエミオン東京ベイ,34320,2486909668,3485187-26026186-8450443-15184993,Aichi,Nagoya,GA1587545973.1691362456,mobile,yahoo / organic
2023/11/18,S120103,三井ガーデンホテルプラナ東京ベイ,30800,2486912714,3493676-26327638-8474543-15445380,Aichi,Nagoya,GA1587545973.1691362456,mobile,trivago / referral
2023/11/18,S120103,三井ガーデンホテルプラナ東京ベイ,78760,2486914295,3493676-26327638-8474543-15445380,Aichi,Nagoya,GA1587545973.1691362456,mobile,yahoo / organic
2023/10/12,S340255,ネストホテル広島八丁堀,14000,KA60288194,0-1001262924-0-1000272031,Oita,Oita,GA1589642488.1696333413,mobile,google / cpc
2023/11/21,S010133,京王プラザホテル札幌,16500,2486906723,3453835-25273155-8274882-14605580,Oita,Oita,GA1589642488.1696333413,mobile,google / cpc
2023/12/17,S400334,テンザホテル・博多ステーション,9500,2487000974,3453879-25246968-8275030-14585533,Oita,Oita,GA1589642488.1696333413,mobile,google / cpc
2023/12/17,S400308,ホテルＷＢＦグランデ博多,9460,2487000950,3453879-25340169-8275030-14653346,Oita,Oita,GA1589642488.1696333413,mobile,google / cpc
2023/11/21,S010960,ダイワロイネットホテル札幌中島公園,7700,2486906719,3490955-26147793-8468940-15288163,Oita,Oita,GA1589642488.1696333413,mobile,google / cpc
2023/10/12,S340031,三井ガーデンホテル広島,14300,2486759637,3476741-25685129-8332961-14919177,Oita,Oita,GA1589642488.1696333413,mobile,google / organic
2023/12/17,S400308,ホテルＷＢＦグランデ博多,9460,2487000628,3453879-25340169-8275030-14653346,Oita,Oita,GA1589642488.1696333413,mobile,google / cpc
2023/11/21,S140015,横浜桜木町ワシントンホテル,8800,2486907144,3490922-26266771-8468777-15393102,Fukuoka,Fukuoka,GA1589642488.1696333413,mobile,google / cpc
2023/9/30,S270267,ホテル関西,16940,2486666001,3451741-25196632-8268830-14547187,Tokyo,(not set),GA159017443.1672625012,mobile,google / cpc
2023/9/28,S270267,ホテル関西,10164,2486677225,3451741-25196632-8268830-14547187,Fukuoka,Iizuka,GA159017443.1672625012,mobile,google / organic
2023/10/23,S270267,ホテル関西,19558,2486781281,3451741-25196631-8268830-14547186,Tokyo,(not set),GA159017443.1672625012,mobile,google / cpc
2023/9/28,S270267,ホテル関西,12540,2486677284,3493965-26285190-8475395-15409109,Fukuoka,Iizuka,GA159017443.1672625012,mobile,google / organic
2023/9/28,S270267,ホテル関西,8360,2486677207,3493965-26285190-8475395-15409109,Fukuoka,Iizuka,GA159017443.1672625012,mobile,google / organic
2023/9/28,S270267,ホテル関西,12474,2486677245,3451741-25196633-8268830-14547188,Fukuoka,Iizuka,GA159017443.1672625012,mobile,google / organic
2023/9/28,S270267,ホテル関西,16720,2486677239,3493965-26285190-8475395-15409109,Fukuoka,Iizuka,GA159017443.1672625012,mobile,google / organic
2023/10/8,S270267,ホテル関西,4180,2486730752,3493965-26285190-8475395-15409109,Fukuoka,Munakata,GA159017443.1672625012,mobile,google / organic
2023/9/28,S270267,ホテル関西,16720,2486677215,3493965-26285190-8475395-15409109,Fukuoka,Iizuka,GA159017443.1672625012,mobile,google / organic
2023/10/25,S110004,浦和ワシントンホテル,8800,2486811174,3492950-26372231-8472846-15479824,Aichi,Seto,GA1591390943.1680791099,desktop,yahoo / organic
2023/11/27,S110004,浦和ワシントンホテル,8250,2486959522,3490763-26268858-8468463-15395023,Aichi,Seto,GA1591390943.1680791099,desktop,yahoo / organic
2023/9/30,S110004,浦和ワシントンホテル,8800,2486691171,3490763-26268858-8468463-15395023,Aichi,Nagoya,GA1591390943.1680791099,desktop,yahoo / organic
2023/11/27,S110004,浦和ワシントンホテル,8250,2486959516,3490763-26268858-8468463-15395023,Aichi,Seto,GA1591390943.1680791099,desktop,yahoo / organic
2023/9/30,S110004,浦和ワシントンホテル,8800,2486691113,3490763-26268858-8468463-15395023,Aichi,Nagoya,GA1591390943.1680791099,desktop,yahoo / organic
2023/11/2,S110004,浦和ワシントンホテル,8250,2486858941,3492950-26372231-8472846-15479824,Aichi,Seto,GA1591390943.1680791099,desktop,yahoo / organic
2023/9/30,S110004,浦和ワシントンホテル,8800,2486691194,3490763-26268858-8468463-15395023,Aichi,Nagoya,GA1591390943.1680791099,desktop,yahoo / organic
