name,title,summary,url,ido,keido
祝いの宿　登別グランドホテル, 祝いの宿　登別グランドホテル 硫黄泉、食塩泉、鉄泉の3つの泉質が楽しめる温泉宿,暦の上では何でもない普通の日でも、毎日の中にその人だけの記念日があります。そんな特別な日をお任せ頂けることが私たちの誇りです。そして、ご満足頂けることがホテルとして最高のサービスだと考えております。大切な人と、大切な日に、是非ご一緒に祝いの宿　登別グランドホテルへお越しください。私たちが心を込めてお祝いのひとときをお手伝い致します。,https://www.ikyu.com/00000583/,42.49196,141.141886
西鉄グランドホテル, 西鉄グランドホテル 福岡市・天神から徒歩約5分の好アクセス。歴史ある格式高い空間,アジアの拠点都市、福岡の顔がここにあります。九州の玄関、アジアの拠点として発展めざましい福岡。この街の中心、天神で育まれた西鉄グランドホテルは、「福岡の応接間」と呼ばれるにふさわしい伝統と格式のあるホテルです。地元福岡のぬくもりと、国際感覚を兼ね備えたおもてなしで、大切なお客様をお迎えいたします。,https://www.ikyu.com/00000585/,33.589627,130.395594
第一滝本館, 第一滝本館 地獄谷に臨む眺望と5つの泉質を24時間楽しめる登別の温泉宿,―創業160余年、1500坪に広がる35種の浴槽、5つの泉質。160数年前、創業者 滝本金蔵は妻の皮膚病を治すために、登別温泉を開湯。江戸時代より脈々と受け継がれる湯は、今も湯を求め訪れる人々を癒します。来湯者をもてなすは、５つの泉質―硫黄泉、重曹泉、食塩泉、芒硝泉、酸性緑ばん泉日本にある泉質は、全10種。そのうち半分を、当館だけでご満喫いただけます。湯めぐりは、癒めぐり。日々の疲れを癒す湯の旅には、当館がお供いたします。,https://www.ikyu.com/00000587/,42.495074,141.144963
パーク ハイアット 東京, パーク ハイアット 東京 洗練されたラグジュアリーホテルで、眼下に広がる夜景を堪能,パークハイアット東京は高層ビル「新宿パークタワー」の39階から52階に位置し、どのお部屋からも眼下に広がる東京の素晴らしい眺望をお楽しみいただくことができます。都会的でありながらやさしさの漂うインテリアやアートに満ちた空間で、安らぎと静けさに包まれたプライベートなご滞在を提供いたします。また、「ニューヨークグリル＆バー」をはじめ、「ジランドール」、「梢」など個性豊かなレストランやバーも充実。ご宿泊のお客様と会員のためのスパ＆フィットネス施設「クラブオンザパーク」、ご宿泊の方のためのプライベートライブラリーなども備えており、ラグジュアリーで多彩なホテル体験が叶います。,https://www.ikyu.com/00000588/,35.685583,139.69062
ホテルブエナビスタ, ホテルブエナビスタ 松本駅徒歩7分、最上階レストランから松本市内と北アルプスを一望,その名の通り、東に美ヶ原高原、西に雄大な北アルプス連峰を望む松本市のランドマーク、ホテルブエナビスタ。そして、街の中心にいながら四季折々の自然を身近に感じられる癒しの空間。このホテルを訪れ、どの時間、どの施設、どの場所にあなたがいたとしてもこの上ない寛ぎを感じていただけるでしょう。,https://www.ikyu.com/00000590/,36.227738,137.96813
旅館たにがわ, 旅館たにがわ 「谷川岳に手が届きそう」の惹句通り、四季折々の谷川岳を愉しめる宿,旅館たにがわへようこそ。当館は谷川岳の南面の麓に広がる閑静な温泉地にございます。「谷川岳に手が届きそう」のキャッチフレーズの通り客室からご覧いただける谷川岳は四季それぞれ残雪と桜、新緑と涼風、燃え上がる紅葉の秋、一面の銀世界とそれぞれ趣がございます。上信越高原国立公園内、谷川温泉の静けさの中に現代風の建物が自然にとけ込んでおり、訪れる多くのお客様に共感をいただいております。,https://www.ikyu.com/00000591/,36.78981,138.954517
ホテルグランヴィア広島, ホテルグランヴィア広島 JR広島駅直結。観光やビジネスに便利な都会のオアシス,ホテルグランヴィア広島はJR広島駅に直結し、観光・ビジネスの拠点として最高のロケーション。広島駅を基点に、広島の街を心ゆくまで楽しんでいただけるよう、一人ひとりに寄り添ったおもてなしと、洗練された施設で、上質な旅をお約束いたします。都市と自然が融合する美しい街「広島」。その玄関口にたたずみ、快適な客室空間と親切・丁寧なスタッフが皆さまのお越しを心よりお待ちしております。,https://www.ikyu.com/00000592/,34.399046,132.47553
伝承千年の宿　佐勘, 伝承千年の宿　佐勘 政宗公ゆかりの湯を守り続ける、喧騒から離れた元湯の宿,「伝承千年」の名が示す通り、いにしえの息吹が感じられる伝承千年の宿　佐勘。遠く飛鳥時代から湧き続ける「名取の御湯」が佐勘の家宝。その伝統を頑なに守りながら、理想の快適性を追求した近代和風建築が、不思議な落ちつきを約束してくれる。徳川時代には政宗公ゆかりの湯として栄えた佐勘には、歴史に磨かれた粋なもてなしの心がしっかりと受け継がれている。端正かつ繊細な趣きに、近代的なホテル機能を調和させた伝承の宿。,https://www.ikyu.com/00000598/,38.227807,140.720425
千里阪急ホテル, 千里阪急ホテル 新大阪から5駅、空港や都心にもアクセス便利な邸宅風ホテル,教育文化都市 豊中・千里の中心に位置するアーバンリゾートホテル。ゆったりと落ち着いた館内、野鳥がさえずる中庭、水面がきらめくガーデンプール。心癒す空間とあたたかくきめ細やかなサービスでくつろぎの時間をお約束いたします。大阪メトロ御堂筋線 千里中央駅から徒歩5分、緑豊かな環境の静かな郊外の邸宅風ホテルです。都心へのアクセスもよく、ビジネスはもちろん、観光の拠点としても最適です【2018年2月客室リニューアル】～クラシカルな世界観はそのままに、より一層快適で上質な空間に～東館3階・4階　客室96室をリニューアルいたしました。全室シモンズ社製マットレス完備、東館3階・4階を全室禁煙化。室内テレビのインチアップなど、より快適にお過ごしいただけるお部屋にリニューアル。生まれ変わった千里阪急ホテルをぜひご体験くださいませ,https://www.ikyu.com/00000599/,34.808614,135.497474
八ヶ岳高原ロッジ, 八ヶ岳高原ロッジ 八ヶ岳の東山麓に広がる、自然と調和した高原リゾート,標高1500メートルの別天地。八ヶ岳東山麓に広がる八ヶ岳高原海の口自然郷。豊かな自然に抱かれた「八ヶ岳高原ロッジ」は、くつろぎと安らぎにつつまれた瀟洒なホテルです。冬の自然郷を象徴する霧氷が見られるのは12月から3月の早朝。寒さのなかでこそ感じられる雄大で荘厳な「八ヶ岳の四季」をぜひご堪能ください。,https://www.ikyu.com/00000600/,35.986754,138.43563
鹿児島サンロイヤルホテル, 鹿児島サンロイヤルホテル 鹿児島観光の拠点に、目前に桜島と錦江湾を望むリゾートホテル,紺碧の海。爽涼の空。発展するリゾートシティ。白亜の13階は、3つのクオリティに限りなく至近距離。多彩な機能性に満ちた旅の拠点です。,https://www.ikyu.com/00000602/,31.568379,130.563446
オクマ プライベートビーチ ＆ リゾート, オクマ プライベートビーチ ＆ リゾート やんばるの色と香りに満ちた自然の中のプライベートリゾート,沖縄本島最北の村・国頭村の西海岸に位置する「オクマ プライベートビーチ ＆ リゾート」。那覇空港から車で約1時間40分かけてたどり着く、ここは、本島屈指のプライベートリゾート。背には、世界自然遺産に登録された国内最大級の亜熱帯の森、目の前のオクマビーチは、1キロメートルも続く宝石のように輝く白砂の天然ビーチが広がり、東シナ海に沈む雄大なサンセットを一望できる贅沢なロケーション、約10万平米の広大な敷地内には、南国の陽射しを浴びたグリーンの芝に映えるピンク色に塗られたコテージが点在しています。大自然に抱かれながら、都会の喧騒を忘れ、ゆったりとした至福のひと時をお過ごしくださいませ。2022年4月グランドコテージがフルリノベーション。オクマの碧い海と白砂のビーチを表現した明るく開放的な客室で、リゾート感あふれる上質なご滞在をお愉しみください。,https://www.ikyu.com/00000603/,26.735494,128.160182
別邸　仙寿庵, 別邸　仙寿庵 谷川岳の眺望と山間の閑静な立地に佇む、全室露天風呂付の絶景宿,谷川のせせらぎに沿った静かな山間に立地する別邸　仙寿庵。季節毎に趣が異なる谷川岳を借景に、昔ながらの和と現代調が見事に調和した最上質の寛ぎ空間をご提供いたします。,https://www.ikyu.com/00000604/,36.785387,138.956467
ホテルモントレ　ラ・スール福岡, ホテルモントレ　ラ・スール福岡 福岡市街の中心・天神に位置。ベルギーのデザインを採り入れたホテル,九州随一のショッピングゾーン天神に位置し、お買物は徒歩圏内。福岡市営地下鉄空港線「天神」駅より徒歩約5分。1番出口から徒歩2分。JR博多駅より地下鉄で5分、福岡空港よ り地下鉄で11分とアクセス抜群な天神地区に位置しており、観光やビジネスに便利な福岡の 中心地です。 ホテル1階にはコンビニ有。客室には話題のシャワーヘッド「ミラブル」全室設置しております。ベルギーのデザインコンセプトを採り入れたホテルモントレ　ラ・スール福岡をお楽しみください。,https://www.ikyu.com/00000605/,33.591027,130.395391
石苔亭いしだ, 石苔亭いしだ 能舞台を眺め、伝統にふれる。昼神に佇む、平屋造り全17室の純和風旅館,いにしえから、旅人を優しく迎える静かな園原の里。背後の網掛山は四季の風情を映しだす天然の絵画の如く風雅に、詩情豊かに。清流沿いの正門、夷毘沙門をくぐると、数寄屋造りの佇まいと四季折々に美しく彩を変える、情緒豊かな庭園が広がります。お料理は滋味溢れる懐石料理。温泉は美肌の湯といわれる天然温泉をご堪能ください。,https://www.ikyu.com/00000607/,35.455922,137.714362
玄妙庵, 玄妙庵 天橋立の絶景と老舗のおもてなしに癒される温泉旅館,日本三景の一つ「天橋立」を眼下に、文殊の地・玄妙山中にしっとりと佇む由緒ある数寄屋造りの玄妙庵。木の温もりと優しさが見事なまでの景色と相まって、旅の人を優雅なひとときに誘う。やわらかに流れる潮風と自然の吐息がこころに、からだに、そっと静かに語ります。,https://www.ikyu.com/00000608/,35.554565,135.18455
ANAインターコンチネンタルホテル東京, ANAインターコンチネンタルホテル東京 赤坂・六本木も徒歩圏内。ホテルライフの快適性を追求した客室,東京の中心地、赤坂・六本木エリアに位置するANAインターコンチネンタルホテル東京は、844室のゲストルーム、12のレストラン&バー、22タイプの宴会場を備え、30年以上にわたり、国内外からのお客様をお迎えするリーディングホテルです。ホテルからは東京タワー、皇居、国会議事堂など、主要なビジネス、観光名所まで徒歩圏内という恵まれたロケーションです。銀座でのショッピングや、ナイトライフを満喫できる六本木へのアクセスも大変便利です。4つの路線の地下鉄最寄駅から都内各所へ気軽にお出かけいただけます。クラブインターコンチネンタルルームおよびスイートにご滞在の際には、都内最大級の広さを誇るラグジュアリーなホテルラウンジ「クラブインターコンチネンタル」でのパーソナライズされたワンランク上のホテルライフをご体験いただけます。ホテル内の12のレストラン&バーには、ミシュラン2つ星「ピエール・ガニエール」、格調高い庭園を見渡せる日本料理「雲海」、親しみやすいNYスタイルのステーキハウス「ザ・ステーキハウス」、高層階から都心の絶景を見渡すバー「MIXX バー&ラウンジ」などがあり、記憶に残る価値ある時間をお過ごしいただけます。ホテル内には都会の喧騒を忘れさせてくれる20mのガーデンプール（夏季のみ営業）、 24時間ご利用いただけるKa-Tsuヘルス&フィットネスセンターなど、充実した設備が整っております。,https://www.ikyu.com/00000610/,35.66823,139.741089
ホテルニューアワジ プラザ淡路島, ホテルニューアワジ プラザ淡路島 鳴門海峡の大パノラマと美しい夕陽を望む、丘の上の楽園,心地よい風に出逢える丘の上の楽園、ホテルニューアワジ プラザ淡路島。大鳴門橋を望む丘の上に立つホテルの客室や露天風呂より鳴門海峡の大パノラマと美しい夕陽を望むことができます。またお料理には、南淡路にある灘・沼島・福良港、そして洲本市の由良港など漁獲量豊かな港に水揚げされた特に新鮮な魚介類を中心に使用し、こだわりを持ってお客様にお届けさせていただいております。春は鳴門の鯛、夏は沼島の鱧、秋には渡り蟹や伊勢海老、冬の淡路島3年とらふぐと、一年を通して淡路島の旬の味覚をお愉しみくださいませ。そして温泉のお楽しみも充実。開放感溢れる天空のスパ「夕映えの湯」は、その名の通り美しい夕陽を眺めながら、夜には満天の星空を眺めながらと、時間の移ろいを感じていただけるご入浴をお楽しみいただけます。,https://www.ikyu.com/00000612/,34.226308,134.704802
ANAクラウンプラザホテル福岡, ANAクラウンプラザホテル福岡 博多駅から徒歩5分。ビジネスや観光に好立地なモダンで機能的なホテル,福岡は、西日本一の政治、経済、文化の中心都市であり、博多祇園山笠、博多どんたく、放生会などの祭りに代表される歴史の街でもあります。 ANAクラウンプラザホテル福岡 は、福岡のビジネス、観光の行動拠点として、多彩にご活用いただけます。,https://www.ikyu.com/00000615/,33.587333,130.417659
フォーシーズンズホテル丸の内 東京, フォーシーズンズホテル丸の内 東京 東京駅地下直結。全57室の落ち着いた空間で優雅なひととき,東京駅に隣接する総客室数57室の「フォーシーズンズホテル丸の内 東京」は、銀座や皇居、丸の内の人気スポットにも徒歩圏内と、ビジネス・観光の拠点として大変便利なロケーションに位置しています。エントランスへ一歩足を踏み入れると、落ち着きのある洗練された空間がお客様をお迎えいたします。館内には、「ミシュランガイド東京2023」にオープンからわずか1年半でミシュラン2つ星、「Asia’s 50 Best Restaurant」で17位に選出されたフレンチレストラン「SÉZANNE（セザン）」や、東京駅のダイナミックな景色を楽しめるフレンチビストロ「MAISON MARUNOUCHI（メゾン マルノウチ）」、24時間利用可能なフィットネスジムや、ラジウム含有ミネラル温泉やスチームサウナを完備しており、パーソナルできめ細やかなおもてなしと共にゆったりとした時間をお過ごしいただけます。スモールラグジュアリーな都会の隠れ家で、フォーシーズンズならではの「本物」のブティックホテル体験をお楽しみいただけます。,https://www.ikyu.com/00000616/,35.677994,139.766873
ホテルメトロポリタン　エドモント, ホテルメトロポリタン　エドモント 都心でありながら閑静なエリアに立つ、好アクセスホテル,ホテルメトロポリタン　エドモントは、静かにゆったりとただよう“味わい”があります。陶・石・木など自然の素材を組み合わせた建物、水と緑を配した内装、そのひとつひとつがおだやかなやすらぎの空間を形づくっています。そして、ここで展開するたくさんのドラマは ゲスト一人一人が主役です。ゲストルーム、宴会場、レストラン、あらゆる場面が、ふさわしい満足と味わいのひとときになるよう、心のこもったサービスと、おいしい料理でおもてなしいたします。いつのまにか深まっていく味わい・・・。そんな エドモント・テイストを感じ取っていただければ幸せです。,https://www.ikyu.com/00000618/,35.700862,139.749122
ストリングスホテル東京インターコンチネンタル, ストリングスホテル東京インターコンチネンタル 品川駅直結。壮大な吹抜けと眺望を堪能できる上質空間,品川の上空に壮大な吹抜けと眺望豊かな客室を持つストリングスホテル東京インターコンチネンタルは、東京の玄関口・品川駅に直結しており、東京の魅力を存分に楽しめる洗練された旅の拠点。新幹線を利用した旅行にも便利なロケーションにあります。大きな窓を配した客室は、モダンでありながら温かみを感じる空間。一日の疲れをそっと癒すシモンズ社製マットレスをご用意しています。ワンランク上の贅沢を味わいたい方は、クラブインターコンチネンタルを。26階の専用ラウンジでは、大都会のスカイビューと溶け合う特等席をご用意し、ご朝食やアフタヌーンティー、イブニングカクテルをはじめ、ゲスト一人ひとりのシーンに応じた、きめ細やかでパーソナルなサービスをお約束します。音を奏でるようなホテルステイを心ゆくまでご堪能ください。,https://www.ikyu.com/00000620/,35.627897,139.740761
上高地帝国ホテル, 上高地帝国ホテル 歴史が刻まれた、上高地を代表する日本初の本格的な山岳リゾート,神の郷、神河内と呼ばれ聖域だった頃から変わらぬ地、上高地。上高地帝国ホテルはその自然は神秘的なまでに美しく、訪れる人々を魅了しつづけています。清らかな梓川、気高き穂高の山々、静寂なたたずまいの明神池…。季節が織りなすハーモニーの中で過ごす時こそ、最高の贅沢。,https://www.ikyu.com/00000621/,36.242693,137.628383
あわら温泉　光風湯圃　べにや, あわら温泉　光風湯圃　べにや あわらの風土と調和した、全室源泉掛け流し風呂を有する17室の寛ぎの宿。,あわらの自然が育む、温泉、四季、食、そして人の想い福井県の最北端、「あわら」の広大な地には麦畑が広がります日毎に色濃くなる稲や麦が育ち、季節ごとに自然の美しさを映し出し風に揺れるその風景にどこか懐かしさを感じてべにやに入った瞬間街の喧騒が消え、そこで出会うのは女将や接客係の笑顔ふと思い出して、また足を運びたくなる場所となりますようにあわらの風土と調和した全17室のお部屋は全室源泉かけ流し風呂を備えておりますお料理は地元で育った新鮮なお野菜から山海の幸まで、目でも楽しい四季の味覚を夕朝食お部屋食でお楽しみください創業は1884年、変わらぬべにやのおもてなしの心を明治から令和へ皆さまのご来館を心よりお待ちしております,https://www.ikyu.com/00000622/,36.225221,136.192799
ANAクラウンプラザホテル釧路, ANAクラウンプラザホテル釧路 道東の観光・ビジネスの拠点で雄大な自然が満喫できるシティホテル,落ち着きのある上品な外観に空間を美しく演出したアトリウムロビー。釧路随一の広さを誇る大宴会場や客室スペース。さらに、隣接するフィッシャーマンズワーフやウォータフロントのすばらしいロケーションなど、ANAクラウンプラザホテル釧路は、雄大な自然が満喫できるシティホテルです。,https://www.ikyu.com/00000624/,42.982516,144.38208
弓張の丘ホテル, 弓張の丘ホテル 九十九海や佐世保の街を一望。丘の上に立つ絶景リゾートホテル,心やすらぐ南欧風リゾートのインテリア。客室からは「西海国立公園九十九島」の島々と輝く海の眺望がご満喫いただけます。日常の喧噪から離れて快適なリラックスタイムをお過ごし下さい。,https://www.ikyu.com/00000625/,33.177834,129.69989
ザ サイプレス メルキュールホテル 名古屋, ザ サイプレス メルキュールホテル 名古屋 名古屋駅桜通口徒歩4分。アクセス抜群で旅程も広がるエレガントな空間,日本のセンターエリアとして、経済・産業の重要な役割を担う中部地方。ザ サイプレス メルキュールホテル 名古屋はその中核都市「名古屋」の玄関口であるJR名古屋駅桜通口から徒歩4分。多彩なアクセス網が集結した都心のステーションフロントに位置し、ビジネスにも、観光にも便利なグッドポジション。行動範囲が思いのままに広がります。,https://www.ikyu.com/00000626/,35.174146,136.884123
ラグナガーデンホテル, ラグナガーデンホテル アクセス良好！エメラルドグリーンの海を一望するシティリゾート,ようこそ。”癒しの地”にある、憩いの場へ。光と、水と、風と、緑と、笑顔と－。ラグナガーデンホテルは、”癒しの地”と呼ばれる沖縄で、たくさんの期待を抱えたお客様に磨かれて、日々成長しています。皆様の沖縄旅行が素敵な想い出となるように。ラグナガーデンホテルが、お客様1人ひとりにとって憩いの場となれるよう心よりのおもてなしをさせていただきます。,https://www.ikyu.com/00000627/,26.280738,127.738271
雨情の宿　新つた, 雨情の宿　新つた 詩人・野口雨情ゆかりの宿で、いわき湯本の四季を感じる,童謡“赤いくつ”“しゃぼん玉”等で著名な詩人・野口雨情ゆかりの宿。奥庭の竹林を生かした野趣溢れる庭園露天風呂が、雨情のいた古き良き時代へといざないます。,https://www.ikyu.com/00000628/,37.006783,140.845685
パレスホテル大宮, パレスホテル大宮 JR大宮駅より徒歩3分、空港からもアクセス抜群の都市型多目的ホテル,パレスホテル大宮は、21世紀の新しい産業、文化、国際交流の場として注目されているソニックシティ内に位置する本格的な都市型多目的ホテルです。東京･皇居前パレスホテルの格調高い一流のサービスとともに、ご宿泊･お食事はもちろん、結婚式を始めとした各種パーティや宴会、さらに本格的なスポーツ施設も完備し、新しい時代の新しいシティにふさわしい、快適なホテルライフをご満喫いただけるよう、細やかな心配りをいたしております。,https://www.ikyu.com/00000629/,35.905204,139.620302
ザ ロイヤルパークホテル アイコニック 東京汐留, ザ ロイヤルパークホテル アイコニック 東京汐留 汐留エリア・新橋駅まで徒歩3分。高層ホテルで過ごす優雅な時間,新橋駅徒歩約３分・汐留駅徒歩約1分・銀座徒歩約６分の立地でビジネスにも観光にも便利。快適性と機能性を追及した全室26階以上の高層ホテルです。“象徴的な”という意味を持つアイコニックは、東京・汐留の“象徴的な”おもてなしの拠点でありたい、という想いが込められています。アイコニックで過ごす時間（とき）がゲストにとってより美しいものとなるように、ロビーや客室のしつらえ、ゲストに寄り添うスタッフのおもてなしから生まれる 心地よさを提供いたします。,https://www.ikyu.com/00000630/,35.66414,139.760465
ryugon（龍言）, ryugon（龍言） 広大な日本庭園に囲まれた築280年の古民家で、雪国の四季を楽しむ,日本でいちばん雪の積もるエリアで雪、空、土、山、川と人、生き物がゆっくりと育んできたもの。心ほどける雪のくれたひとときのなかで地の滋味を味わう。 リゾートでのバカンスのような快適性と暮らすように旅をする地域らしさがなめらかにつながった新しいラグジュアリーの形を提案しています。,https://www.ikyu.com/00000631/,37.057924,138.883241
びわ湖大津プリンスホテル, びわ湖大津プリンスホテル 全客室から叶う琵琶湖の絶景レイクビュー,万葉の時代から幾多の歌人、旅人のロマンをかきたててきた湖都、そして、日本の中心に位置する大津。その大津のシンボルともいえる琵琶湖のほとりに、超高層38階のホテルと国内最大級の規模を誇るコンベンションホール「淡海（おうみ）」を擁し、風景と調和してたたずむびわ湖大津プリンスホテル。設計は、日本人としていち早く世界で活躍した建築家、丹下健三氏。530の客室はすべて琵琶湖に面し、四季折々の表情をみせる湖面を眺めながらゆったりとご滞在いただけます。,https://www.ikyu.com/00000635/,35.005028,135.889143
サンシャインシティプリンスホテル, サンシャインシティプリンスホテル シングルからスイート、和室まで揃う池袋のランドマーク,池袋のランドマーク「複合都市サンシャインシティ」内に位置する、37階建ての池袋エリア随一の高層ホテルです。高層階から眺める都心の夜景が特別な空間を演出いたします。また、アニメの聖地「池袋」のホテルとして、コラボレーションを通してサブカルチャーを中心としたエンターテインメントの魅力を発信いたします。成田・羽田空港行きのリムジンバスはホテル正面で乗降車でき、高速道路出入口はホテルに隣接。鉄道主要路線駅も徒歩圏内にあり、観光やビジネスの拠点として大変便利です。,https://www.ikyu.com/00000637/,35.729716,139.719353
東京プリンスホテル, 東京プリンスホテル 都会の喧騒から離れたホテルで、心から寛ぐ豊かな滞在,1964年の開業以来、日本の観光発展とともに多くのお客さまをお迎えしてきた伝統ある“東京プリンスホテル” ―ホテルの歴史の中で継承されてきたクラシカルな雰囲気に華やかさを演出するとともに都心にありながら緑に包まれ、都会の喧騒から切り離された“ここにしかない”空間をご提供いたします。,https://www.ikyu.com/00000638/,35.659124,139.748119
和歌山マリーナシティホテル, 和歌山マリーナシティホテル 至高のイタリアンを味わい和歌浦湾を臨むオーシャンビューに癒される,和歌山マリーナシティホテルのお部屋やバスルームから臨む夕陽の色は都会では決してみることのできない鮮やかさ。地中海を思わせる和歌浦湾をはじめとする近海の海の幸を、日本イタリア料理協会 副会長を務める【齋藤 実シェフ】がオープンキッチンスタイルでご提供。隣接している「ポルトヨーロッパ」は中世の地中海の港街をモチーフにした美しいヨーロッパの街並みのテーマパーク。ご宿泊のお客様はホテル徒歩5分の「黒潮温泉」も無料でお楽しみいただけます。,https://www.ikyu.com/00000639/,34.155643,135.17962
鹿児島　砂むし温泉　指宿白水館, 鹿児島　砂むし温泉　指宿白水館 指宿温泉の美肌の湯と名物・砂むし温泉を湯めぐりで満喫,木肌のぬくもりと贅を尽くした和風の宿。本物だけがもつ安らぎのひとときを 砂むし温泉　指宿白水館 でお過ごし下さい。,https://www.ikyu.com/00000641/,31.253832,130.655518
ロワジールホテル 那覇, ロワジールホテル 那覇 那覇空港から車で約7分！市内唯一の天然温泉が自慢のシティリゾート,那覇空港より車で約7分、那覇市最大規模を誇る551室。屋内外プールに天然温泉と充実の施設、広々とした客室で、シティリゾートならではの心地よいやすらぎに満ちた時間をお楽しみいただけます。,https://www.ikyu.com/00000643/,26.21387,127.665952
グランドプリンスホテル新高輪, グランドプリンスホテル新高輪 村野藤吾氏設計。緑濃い高輪に立つ、全室バルコニー付のホテル,ラグジュアリーステイにふさわしい、アーバンリゾート感あふれるホテル。窓一面に広がる高輪の緑を望みながら、優雅に楽しむアフタヌーンティーや都会の空を眺めながらゆったりとした時間を過ごすプール、ホテルのラウンジを行き交うラウンジホッピングなど、すべてが夢体験。人と人をつなぐ場所で、ラグジュアリーなステイを。爽やかな風が吹き込むバルコニーがすべてのお部屋に。都市ホテルでありながら、自然と一体になるような感覚を味わえます。,https://www.ikyu.com/00000644/,35.629898,139.733466
ザ・プリンス さくらタワー東京、オートグラフ コレクション, ザ・プリンス さくらタワー東京、オートグラフ コレクション 品川駅から徒歩3分。庭園の風情と調和した「和」に包まれる,品川駅から徒歩約3分。喧騒から解き放たれ、静けさに心と体が満たされます。木々に囲まれてたたずむ落ち着いたお部屋で、自分自身や自然に耳を澄ませて。約210本もの桜を有する約2万平米の日本庭園と、「編む」をテーマにつくられた京組み木工や、ホテルオリジナルの桜紋のなどのあしらいが、落ち着きある和の雰囲気を演出します。モダンな中にも和の情緒を感じるやすらぎの空間で、美食を味わいながら大切な人と愉しい時間を過ごしませんか。,https://www.ikyu.com/00000645/,35.630948,139.735199
グランドプリンスホテル高輪, グランドプリンスホテル高輪 史跡が点在する日本庭園の緑と和が織りなす「過ごす時」,優雅で気品が漂うクラシカルホテル。歴史的建造物のある広大な日本庭園で、四季のうつろいを感じることができます。都心にありながら、タイムスリップしたかのようなクラシカルな空間で非日常な体験を。,https://www.ikyu.com/00000646/,35.631804,139.734387
グランドプリンスホテル広島, グランドプリンスホテル広島 客室や露天風呂から瀬戸内海を一望。海に囲まれた上質リゾート,おだやかな光がまばゆい瀬戸の海を見渡し、広島湾の元宇品公園横に建つ グランドプリンスホテル広島 。地上23階の三角柱の建物はそれぞれ趣向に富む瀬戸内海の景色や市街地の夜景をお楽しみになれます。上層階のレストランでは特産の海の幸をはじめ、豊かな味わいの数々を、すばらしい瀬戸内海のパノラマとともにご賞味いただけます。さらに瀬戸内海を望む展望露天風呂、内湯、ブロアバス、サウナを完備した広島温泉「瀬戸の湯」海の恵みを取り入れたトリートメントをご体験いただける「SPA THE BLUE PRINCE」をご用意しております。また、ホテル前の桟橋より宮島へは高速船で26分。瀬戸内海観光の拠点として大変便利なロケーションです。瀬戸内海に新しい風を起こす、アーバンリゾート、 グランドプリンスホテル広島 で心やすらぐひとときをお楽しみください。,https://www.ikyu.com/00000648/,34.343224,132.464081
川越プリンスホテル, 川越プリンスホテル 昔懐かしい面影を残す町小江戸・川越を楽しめるホテル,"歴史と文化の街、川越は小江戸と呼ばれた松平家17万石の城下町でした。近代化された町の一角に、いまなお江戸・明治の蔵造りの商家や千本格子の町家、川越城本丸御殿などが保存されています。川越プリンスホテルは、1,200名様までご利用いただける主宴会場プリンスホールをはじめ合計7室の宴会場や神式、キリスト教式の結婚式場からバラエティー豊かな8つのレストラン・バー。そして趣ある4室の和室を合わせて、ごゆっくりおくつろぎいただける110室の客室など、ご宿泊、ご婚礼、ご宴会、セミナーにと充実したホテルライフをお楽しみいただけます。",https://www.ikyu.com/00000650/,35.913782,139.481308
水戸プラザホテル, 水戸プラザホテル 水戸の中心部に立つ、森の中の迎賓館を思わせるホテル,四季折々、その表情を変えてゆく自然を慈しむ。そんな、私たち日本人の美意識と、ひとり一人の快適な空間をプライバシーという考え方でつつみ込むホテルステイという文化。水戸プラザホテル。あたたかな日差し、木々を揺らして吹きすぎる風、鮮やかに空の青を映し出す緑、すべての生命を育む大地。自然の語りかけるメッセージを豊かに映し出し、季節ごとに表情を変えてゆく深い緑とともに贅沢な時間は過ぎてゆきます。,https://www.ikyu.com/00000653/,36.349328,140.439132
JRタワーホテル日航札幌, JRタワーホテル日航札幌 札幌駅直結の好アクセス。天然温泉スカイリゾートスパを完備,札幌駅に直結！ご旅行にもビジネスにも抜群のアクセス環境。客室リニューアルで機能的でゆとりのある空間に。北海道の新鮮な食材を使用した朝食を地上150mの眺望とともに。天然温泉のスパも好評！全室Wi-Fi接続無料,https://www.ikyu.com/00000655/,43.068347,141.352429
徳島グランヴィリオホテル - ルートインホテルズ -, 徳島グランヴィリオホテル - ルートインホテルズ - 高い防音性を備えた客室、静かにゆったり疲れを癒して,緑豊かな”水の都”徳島の中心部を流れる新町川のウォーターフロント。徳島グランヴィリオホテルは、眉山が優しく見守る街でゆっくり快適にお過ごしいただけるアーバンリゾートホテルです。,https://www.ikyu.com/00000657/,34.065082,134.561174
ホテルブリーズベイマリーナ, ホテルブリーズベイマリーナ ファミリーやグループ、カップルで過ごす南の島のバカンス,宮古島の美しい海を求めて来島するトラベラーのご期待に添えるファミリーホテル。南国の雰囲気が漂う「本館」と、オーシャンビュー広がる「タワーウイング」、長期滞在に便利な設備を備える「ハーバーウイング」の3棟を構え、海を間近に眺めることができます。,https://www.ikyu.com/00000658/,24.71996,125.325656
